Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q26,Q22,Q23,Q24,Q25
Often,Yes,Not confident at all,"Yes, but a long time ago",Very confident,Delete it immediately,Rarely,Rarely,"Yes, frequently",Rarely,Rarely,Confident,Never,Very helpful,Sometimes,Quizzes,Effective,Rarely,Not relevant,"Yes, significantly",Rarely,Rarely,Effective,Very useful,No
Sometimes,Yes,Confident,"Yes, recently",Not confident,Consult a colleague,Rarely,Sometimes,Rarely,Occasionally,Sometimes,Very confident,"Yes, frequently",Not very helpful,Always,Videos,Neutral,Rarely,Not relevant,Neutral,Rarely,"Yes, always","Yes, highly effective",Very useful,"Yes, significantly"
Always,Yes,Confident,"Yes, recently",Not confident,Delete it immediately,Rarely,Rarely,Occasionally,Never,"Yes, automatically",Confident,Not sure,Not very helpful,Sometimes,Live training sessions,Neutral,"Yes, always",Very relevant,Neutral,"Yes, frequently",No,Effective,Very useful,No
Never,Yes,Confident,"Yes, recently",Not confident,Consult a colleague,Never,"Yes, always",Rarely,Every week,Never,Very confident,Rarely,Not very helpful,Always,Videos,Not effective,Sometimes,Neutral,Neutral,Sometimes,Rarely,Neutral,Useful,No
Often,No,Very confident,"No, never",Somewhat confident,Open and read carefully,Rarely,Most of the time,"Yes, frequently",Every week,Rarely,Neutral,Rarely,Neutral,Sometimes,Quizzes,Not effective,No,Not relevant,Neutral,"Yes, frequently","Yes, always","Yes, highly effective",Neutral,"Yes, significantly"
Often,No,Not confident,Not sure,Neutral,Open and read carefully,Rarely,"Yes, always",Rarely,Monthly,Sometimes,Very confident,Rarely,Very helpful,Rarely,Videos,Effective,Rarely,Somewhat relevant,"Yes, significantly",Rarely,No,"Yes, highly effective",Useful,Neutral
Rarely,Not sure what a password manager is,Not confident at all,"Yes, recently",Neutral,Consult a colleague,Always,Never,Rarely,Occasionally,"Yes, manually",Confident,Never,Very helpful,Most of the time,Videos,Effective,"Yes, always",Somewhat relevant,Neutral,Sometimes,Rarely,Effective,Very useful,No
Often,No,Very confident,"Yes, recently",Neutral,Consult a colleague,Often,Most of the time,Occasionally,Occasionally,"Yes, manually",Confident,"Yes, frequently",Very helpful,Sometimes,Simulations,Very effective,Rarely,Not relevant,"Yes, significantly",Sometimes,Sometimes,Effective,Useful,"Yes, somewhat"
Never,Yes,Very confident,"Yes, but a long time ago",Neutral,Open and read carefully,Rarely,Rarely,Occasionally,Monthly,Sometimes,Neutral,Occasionally,Neutral,Sometimes,Live training sessions,Not effective,"Yes, always",Not relevant,Neutral,"Yes, frequently",Sometimes,Neutral,Useful,No
Often,Yes,Not confident,"Yes, recently",Very confident,Consult a colleague,Rarely,Sometimes,"Yes, frequently",Occasionally,"Yes, manually",Confident,Never,Not very helpful,Rarely,Videos,Effective,Sometimes,Neutral,Neutral,Rarely,Rarely,"Yes, highly effective",Not useful,No
Often,Yes,Confident,"No, never",Neutral,Consult a colleague,Often,"Yes, always","Yes, frequently",Monthly,Sometimes,Very confident,Never,Not very helpful,Sometimes,Live training sessions,Not effective,No,Very relevant,Neutral,"Yes, frequently",Sometimes,"Yes, highly effective",Neutral,No
Sometimes,No,Confident,"No, never",Not confident,Delete it immediately,Often,Sometimes,Rarely,Every week,Never,Very confident,Never,Neutral,Sometimes,Videos,Effective,Rarely,Somewhat relevant,No,"Yes, frequently","Yes, always",Neutral,Useful,"Yes, significantly"
Never,No,Neutral,"Yes, recently",Not confident,Delete it immediately,Sometimes,Most of the time,"No, never",Occasionally,Never,Neutral,Rarely,Neutral,Sometimes,Quizzes,Not effective,No,Not relevant,No,Never,No,"Yes, highly effective",Useful,Neutral
Always,Yes,Neutral,Not sure,Not confident,Delete it immediately,Often,Most of the time,Occasionally,Monthly,Sometimes,Very confident,Rarely,Neutral,Sometimes,Simulations,Neutral,"Yes, always",Not relevant,"Yes, significantly","Yes, frequently",Sometimes,"Yes, highly effective",Very useful,No
Often,Not sure what a password manager is,Not confident at all,"Yes, recently",Somewhat confident,Open and read carefully,Never,Sometimes,"Yes, frequently",Every week,Rarely,Very confident,Never,Neutral,Most of the time,Quizzes,Effective,Sometimes,Not relevant,No,Rarely,No,Not effective,Very useful,"Yes, significantly"
Often,No,Very confident,Not sure,Neutral,Consult a colleague,Sometimes,"Yes, always",Occasionally,Occasionally,Rarely,Not confident,"Yes, frequently",Very helpful,Sometimes,Videos,Effective,Rarely,Very relevant,Neutral,Sometimes,No,Neutral,Not useful,Neutral
Sometimes,Yes,Neutral,Not sure,Very confident,Report it to IT,Often,Sometimes,Rarely,Rarely,"Yes, manually",Very confident,"Yes, frequently",Not very helpful,Sometimes,Live training sessions,Effective,Rarely,Very relevant,Somewhat,Never,No,Not effective,Useful,"Yes, significantly"
Sometimes,Not sure what a password manager is,Very confident,"Yes, recently",Very confident,Open and read carefully,Rarely,Rarely,"Yes, frequently",Monthly,Rarely,Very confident,Rarely,Helpful,Rarely,Videos,Not effective,Rarely,Neutral,Neutral,"Yes, frequently","Yes, always",Effective,Not useful,Neutral
Sometimes,No,Not confident,Not sure,Very confident,Open and read carefully,Sometimes,"Yes, always",Occasionally,Every week,Rarely,Neutral,Occasionally,Neutral,Sometimes,Quizzes,Not effective,Sometimes,Very relevant,No,Rarely,Rarely,Effective,Not useful,"Yes, somewhat"
Often,Yes,Not confident,Not sure,Not confident,Delete it immediately,Rarely,"Yes, always",Occasionally,Never,Sometimes,Neutral,Rarely,Neutral,Rarely,Quizzes,Very effective,No,Very relevant,Neutral,"Yes, frequently",Sometimes,Neutral,Very useful,"Yes, somewhat"
Rarely,Yes,Confident,"Yes, recently",Somewhat confident,Open and read carefully,Often,"Yes, always","Yes, frequently",Monthly,"Yes, automatically",Confident,Never,Helpful,Always,Videos,Effective,"Yes, always",Not relevant,Somewhat,Rarely,Sometimes,"Yes, highly effective",Very useful,"Yes, significantly"
Often,No,Confident,"Yes, recently",Not confident,Report it to IT,Never,Most of the time,"No, never",Monthly,"Yes, automatically",Confident,Rarely,Neutral,Never,Quizzes,Effective,No,Not relevant,"Yes, significantly",Rarely,Sometimes,"Yes, highly effective",Very useful,Neutral
Often,Yes,Very confident,"Yes, but a long time ago",Not confident,Consult a colleague,Never,Never,Occasionally,Never,"Yes, automatically",Confident,"Yes, frequently",Not very helpful,Most of the time,Live training sessions,Neutral,Rarely,Somewhat relevant,"Yes, significantly",Rarely,No,Effective,Neutral,"Yes, somewhat"
Often,No,Neutral,Not sure,Not confident,Report it to IT,Sometimes,Sometimes,"No, never",Rarely,Never,Not confident,"Yes, frequently",Helpful,Always,Quizzes,Effective,"Yes, always",Not relevant,Neutral,Sometimes,Sometimes,Not effective,Not useful,"Yes, somewhat"
Sometimes,Yes,Not confident,"Yes, recently",Very confident,Open and read carefully,Always,Most of the time,Rarely,Never,Sometimes,Confident,Occasionally,Not very helpful,Sometimes,Quizzes,Very effective,Rarely,Very relevant,Neutral,Sometimes,Rarely,Neutral,Neutral,No
Sometimes,Not sure what a password manager is,Neutral,"Yes, recently",Neutral,Open and read carefully,Never,"Yes, always",Rarely,Occasionally,Never,Very confident,"Yes, frequently",Not very helpful,Most of the time,Quizzes,Neutral,"Yes, always",Very relevant,Neutral,Sometimes,No,"Yes, highly effective",Not useful,No
Often,No,Not confident,"Yes, but a long time ago",Not confident,Delete it immediately,Never,"Yes, always",Rarely,Monthly,"Yes, manually",Neutral,Not sure,Not very helpful,Most of the time,Live training sessions,Not effective,"Yes, always",Not relevant,Somewhat,Rarely,Rarely,Neutral,Not useful,Neutral
Never,Yes,Not confident at all,"No, never",Not confident,Consult a colleague,Always,Rarely,"No, never",Every week,"Yes, automatically",Very confident,Occasionally,Not helpful at all,Most of the time,Live training sessions,Very effective,"Yes, always",Very relevant,"Yes, significantly",Sometimes,No,Neutral,Very useful,"Yes, significantly"
Always,Yes,Very confident,"No, never",Very confident,Consult a colleague,Rarely,Most of the time,Occasionally,Occasionally,"Yes, manually",Very confident,"Yes, frequently",Very helpful,Sometimes,Quizzes,Effective,Sometimes,Somewhat relevant,Neutral,Never,No,Not effective,Very useful,"Yes, significantly"
Sometimes,Not sure what a password manager is,Confident,Not sure,Not confident,Consult a colleague,Often,Most of the time,"No, never",Never,"Yes, automatically",Confident,Occasionally,Very helpful,Sometimes,Quizzes,Effective,Sometimes,Neutral,No,Never,"Yes, always",Effective,Not useful,Neutral
Never,No,Confident,"Yes, recently",Neutral,Delete it immediately,Rarely,Rarely,"Yes, frequently",Monthly,Sometimes,Confident,Never,Not very helpful,Never,Simulations,Very effective,Sometimes,Somewhat relevant,Neutral,Never,Rarely,Effective,Very useful,"Yes, somewhat"
Never,No,Not confident,"Yes, recently",Neutral,Consult a colleague,Never,Most of the time,"Yes, frequently",Monthly,Never,Neutral,Not sure,Neutral,Rarely,Videos,Neutral,Rarely,Somewhat relevant,Neutral,Never,Rarely,Not effective,Not useful,Neutral
Rarely,Yes,Not confident,"Yes, but a long time ago",Neutral,Consult a colleague,Often,Most of the time,"Yes, frequently",Never,Sometimes,Confident,"Yes, frequently",Neutral,Most of the time,Simulations,Neutral,No,Not relevant,Neutral,"Yes, frequently",Rarely,Effective,Not useful,"Yes, somewhat"
Never,Not sure what a password manager is,Not confident,"No, never",Neutral,Report it to IT,Often,"Yes, always",Occasionally,Occasionally,"Yes, automatically",Very confident,Occasionally,Not very helpful,Always,Quizzes,Very effective,No,Very relevant,Neutral,"Yes, frequently","Yes, always","Yes, highly effective",Not useful,"Yes, significantly"
Always,Yes,Not confident,"Yes, recently",Neutral,Consult a colleague,Always,"Yes, always","No, never",Rarely,Rarely,Confident,Occasionally,Not helpful at all,Always,Quizzes,Not effective,No,Not relevant,No,Sometimes,Sometimes,Neutral,Neutral,"Yes, somewhat"
Sometimes,Not sure what a password manager is,Very confident,"Yes, recently",Neutral,Open and read carefully,Always,Most of the time,Rarely,Every week,Rarely,Confident,Rarely,Not helpful at all,Always,Quizzes,Very effective,Rarely,Neutral,Somewhat,Never,"Yes, always","Yes, highly effective",Not useful,No
Often,No,Not confident at all,"No, never",Neutral,Open and read carefully,Never,"Yes, always",Rarely,Monthly,"Yes, manually",Very confident,"Yes, frequently",Neutral,Most of the time,Videos,Very effective,"Yes, always",Not relevant,Neutral,Sometimes,Sometimes,"Yes, highly effective",Very useful,"Yes, significantly"
Rarely,No,Confident,"Yes, recently",Not confident,Report it to IT,Often,"Yes, always",Rarely,Occasionally,"Yes, automatically",Confident,"Yes, frequently",Neutral,Always,Simulations,Neutral,Sometimes,Very relevant,Neutral,"Yes, frequently",No,Not effective,Neutral,Neutral
Never,No,Not confident at all,Not sure,Neutral,Delete it immediately,Rarely,Sometimes,Occasionally,Never,"Yes, automatically",Very confident,Occasionally,Not helpful at all,Most of the time,Live training sessions,Very effective,"Yes, always",Neutral,Neutral,Rarely,"Yes, always",Not effective,Very useful,Neutral
Rarely,Yes,Neutral,"Yes, recently",Not confident,Delete it immediately,Rarely,Sometimes,Rarely,Monthly,"Yes, manually",Not confident,"Yes, frequently",Very helpful,Sometimes,Videos,Neutral,"Yes, always",Neutral,Neutral,"Yes, frequently",Rarely,Effective,Not useful,No
Rarely,Yes,Confident,Not sure,Not confident,Open and read carefully,Sometimes,Most of the time,Occasionally,Never,"Yes, automatically",Confident,Never,Neutral,Always,Simulations,Not effective,Sometimes,Neutral,Somewhat,"Yes, frequently",No,Effective,Neutral,Neutral
Often,Not sure what a password manager is,Not confident,"Yes, but a long time ago",Very confident,Delete it immediately,Sometimes,Never,Rarely,Never,"Yes, manually",Neutral,Occasionally,Very helpful,Always,Simulations,Neutral,"Yes, always",Very relevant,No,"Yes, frequently",Rarely,Not effective,Not useful,"Yes, somewhat"
Never,No,Not confident,Not sure,Neutral,Report it to IT,Always,"Yes, always",Occasionally,Every week,"Yes, automatically",Confident,Occasionally,Neutral,Sometimes,Quizzes,Neutral,Sometimes,Not relevant,Neutral,"Yes, frequently",No,"Yes, highly effective",Very useful,"Yes, significantly"
Rarely,Yes,Confident,"No, never",Not confident,Report it to IT,Never,Rarely,Rarely,Monthly,Sometimes,Very confident,Rarely,Not very helpful,Rarely,Quizzes,Effective,No,Neutral,No,Rarely,"Yes, always",Effective,Useful,No
Never,Not sure what a password manager is,Not confident at all,"Yes, recently",Neutral,Delete it immediately,Rarely,Most of the time,Rarely,Rarely,Sometimes,Confident,Never,Not very helpful,Most of the time,Live training sessions,Very effective,No,Neutral,Somewhat,"Yes, frequently","Yes, always","Yes, highly effective",Useful,"Yes, somewhat"
Rarely,Not sure what a password manager is,Neutral,"Yes, recently",Neutral,Consult a colleague,Always,"Yes, always",Occasionally,Never,"Yes, manually",Confident,Not sure,Very helpful,Most of the time,Videos,Effective,"Yes, always",Neutral,Somewhat,Sometimes,Rarely,Not effective,Not useful,No
Rarely,No,Very confident,"Yes, recently",Somewhat confident,Open and read carefully,Rarely,Rarely,Occasionally,Rarely,"Yes, automatically",Neutral,Rarely,Not very helpful,Most of the time,Videos,Effective,No,Very relevant,"Yes, significantly",Sometimes,Sometimes,Not effective,Not useful,Neutral
Often,Not sure what a password manager is,Not confident,Not sure,Very confident,Consult a colleague,Sometimes,Most of the time,Rarely,Monthly,"Yes, manually",Confident,Not sure,Not very helpful,Sometimes,Videos,Very effective,Rarely,Somewhat relevant,Neutral,Sometimes,Sometimes,Neutral,Neutral,"Yes, somewhat"
Never,No,Not confident at all,"Yes, recently",Very confident,Open and read carefully,Never,Most of the time,"No, never",Rarely,Rarely,Confident,Not sure,Neutral,Sometimes,Live training sessions,Not effective,"Yes, always",Somewhat relevant,No,"Yes, frequently",No,Effective,Not useful,Neutral
Often,No,Very confident,"Yes, recently",Neutral,Delete it immediately,Rarely,Rarely,Occasionally,Never,Sometimes,Neutral,Never,Very helpful,Sometimes,Simulations,Effective,Sometimes,Neutral,"Yes, significantly","Yes, frequently","Yes, always","Yes, highly effective",Useful,Neutral
Never,Yes,Confident,"Yes, but a long time ago",Not confident,Consult a colleague,Rarely,Rarely,"Yes, frequently",Rarely,"Yes, automatically",Very confident,Rarely,Not very helpful,Most of the time,Videos,Effective,"Yes, always",Neutral,Somewhat,Never,Sometimes,"Yes, highly effective",Very useful,"Yes, significantly"
Always,No,Not confident,"Yes, but a long time ago",Neutral,Consult a colleague,Never,Most of the time,"No, never",Every week,"Yes, manually",Confident,Never,Not helpful at all,Sometimes,Quizzes,Neutral,No,Not relevant,Neutral,"Yes, frequently",No,Effective,Very useful,Neutral
Often,No,Not confident,"No, never",Not confident,Consult a colleague,Rarely,Sometimes,"No, never",Monthly,Sometimes,Very confident,Rarely,Helpful,Always,Live training sessions,Effective,"Yes, always",Not relevant,Neutral,Sometimes,Sometimes,Neutral,Useful,Neutral
Sometimes,Not sure what a password manager is,Confident,Not sure,Very confident,Open and read carefully,Sometimes,"Yes, always",Occasionally,Never,"Yes, manually",Confident,Never,Very helpful,Always,Videos,Not effective,Rarely,Somewhat relevant,Neutral,Never,Rarely,Effective,Very useful,Neutral
Never,Not sure what a password manager is,Not confident,"Yes, recently",Somewhat confident,Delete it immediately,Rarely,"Yes, always",Occasionally,Occasionally,"Yes, automatically",Very confident,Never,Not very helpful,Most of the time,Simulations,Very effective,No,Neutral,No,"Yes, frequently",No,"Yes, highly effective",Useful,"Yes, significantly"
